age,agechild,citistat,female,married,ownchild,wbhaom,gradeatn,cow1,ftptstat,statefips,hoursut,faminc,mind16,mocc10
75,Own children 0-2 and 3-5 years of age (none 6-17),"Foreign born, not a US citizen",Male,Married,6,Asian,Less than 1st grade,Without pay,"PT for economic reasons, usually FT",OR,147,"$40,000 - $49,999","Manufacturing, nondurable goods",Sales
68,All own children 6-13 years of age,"Native, born in US",Female,Married,11,Multiple races,7th-8th grade,"Self-employed, unincorporated","Not at work, usually FT",NV,189,"$12,500 - $14,999",Educational,Agriculture
30,All own children 0-2 years of age,"Foreign born, naturalized US citizen",Male,Married,0,Multiple races,Doctorate,Government - State,"PT for non-economic reasons, usually FT",NH,11,"$30,000 - $34,999",Wholesale trade,Agriculture
46,Own children 0-2 and 3-5 years of age (none 6-17),"Native, born abroad with American parent(s)",Male,Married,1,Hispanic,7th-8th grade,"Private, for profit","FT hours, usually PT for economic reasons",AK,1,"$25,000 - $29,999","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Operators, fabricators and laborers"
80,All own children 6-13 years of age,"Native, born in US",Female,Not married,11,Black,5th-6th grade,"Self-employed, incorporated",Not in labor force,MS,122,"$30,000 - $34,999",Construction,Office and admin
77,"Own children 3-5, 6-13, and 14-17 years of age (none 0-2)","Foreign born, naturalized US citizen",Female,Not married,12,White,5th-6th grade,Without pay,"Not at work, usually part-time",NH,32,"$75,000 - $99,999",Hospital,Managers and professionals
39,"Own children 0-2, 3-5, and 6-13 years of age (none 14-17)","Native, born in Puerto Rico or other US island areas",Male,Not married,7,Hispanic,Associate degree-academic program,"Private, for profit","FT hours, usually PT for non-economic",AL,194,"$30,000 - $34,999",Communications and utilities,Personal care and personal services
22,Own children 3-5 and 14-17 years of age (none 0-2 or 6-13),"Foreign born, not a US citizen",Female,Not married,11,Multiple races,Bachelor's degree,"Self-employed, unincorporated",Unemployed FT,NH,194,"$7,500 - $9,999","Personal services, including private household","Operators, fabricators and laborers"
70,"Own children 0-2, 3-5, and 6-13 years of age (none 14-17)","Foreign born, naturalized US citizen",Female,Not married,11,White,5th-6th grade,"Self-employed, unincorporated","FT hours (35+), usually FT",VT,183,"$75,000 - $99,999",Communications and utilities,Managers and professionals
26,All own children 14-17 years of age,"Foreign born, naturalized US citizen",Male,Not married,1,White,9th grade,"Private, nonprofit","FT hours, usually PT for economic reasons",NY,20,"$50,000 - $74,999","Agriculture, mining, forestry and fisheries",Technicians
77,Own children 0-2 and 3-5 years of age (none 6-17),"Native, born abroad with American parent(s)",Male,Married,4,Multiple races,Bachelor's degree,Government - Federal,Unemployed FT,WI,167,"$12,500 - $14,999",Public administration,Protective service
16,No own children under 18 years of age,"Foreign born, naturalized US citizen",Female,Not married,3,Native American,1st-4th grade,"Private, for profit","PT hrs, usually PT for non-economic reasons",WA,50,"$30,000 - $34,999",Educational,Managers and professionals
80,"Own children 0-2, 3-5, and 14-17 years of age (none 6-13)","Foreign born, not a US citizen",Male,Not married,11,Multiple races,Bachelor's degree,"Private, for profit",Unemployed PT,TN,162,"$35,000 - $39,999",Educational,Protective service
77,Own children 6-13 and 14-17 years of age (none 0-5),"Native, born abroad with American parent(s)",Male,Not married,5,Black,"HS graduate, GED","Private, for profit",Not in labor force,AZ,166,"$20,000 - $24,999","Manufacturing, nondurable goods","Precision production, craft and repair"
26,"Own children 3-5, 6-13, and 14-17 years of age (none 0-2)","Foreign born, naturalized US citizen",Male,Not married,6,Multiple races,Less than 1st grade,"Self-employed, unincorporated","PT for economic reasons, usually FT",MT,160,"$30,000 - $34,999","Agriculture, mining, forestry and fisheries","Operators, fabricators and laborers"
32,Own children 3-5 and 6-13 years of age (none 0-2 or 14-17),"Native, born in US",Male,Married,3,Asian,Doctorate,Government - Local,"PT hrs, usually PT for non-economic reasons",UT,180,"$50,000 - $74,999",Public administration,Managers and professionals
63,All own children 6-13 years of age,"Native, born in US",Female,Married,4,Multiple races,7th-8th grade,"Private, nonprofit",Not in labor force,OH,185,"Less than $5,000",Educational,Protective service
44,All own children 3-5 years of age,"Native, born in Puerto Rico or other US island areas",Female,Not married,0,Multiple races,Bachelor's degree,Government - State,Not in labor force,MI,186,"Less than $5,000","Manufacturing, durable goods",Office and admin
61,All own children 14-17 years of age,"Foreign born, not a US citizen",Male,Married,1,Hispanic,Less than 1st grade,Government - Federal,Unemployed FT,MD,11,"$50,000 - $74,999",Retail trade,"Operators, fabricators and laborers"
40,"Own children 0-2, 3-5, and 14-17 years of age (none 6-13)","Foreign born, not a US citizen",Female,Married,7,Asian,1st-4th grade,Government - Federal,"FT hours, usually PT for non-economic",OR,137,"$50,000 - $74,999",Wholesale trade,"Operators, fabricators and laborers"
25,All own children 3-5 years of age,"Native, born in Puerto Rico or other US island areas",Female,Married,1,Asian,11th grade,"Self-employed, unincorporated",Unemployed FT,MI,195,"$12,500 - $14,999",Wholesale trade,Personal care and personal services
26,"Own children 0-2, 6-13, and 14-17 years of age (none 3-5)","Foreign born, naturalized US citizen",Male,Married,6,Hispanic,Less than 1st grade,"Private, nonprofit","PT for economic reasons, usually FT",SD,123,"$7,500 - $9,999","Agriculture, mining, forestry and fisheries",Office and admin
62,Own children 3-5 and 14-17 years of age (none 0-2 or 6-13),"Native, born in US",Male,Not married,3,White,11th grade,"Private, for profit",Not in labor force,MI,8,"$150,000+",Transportation,"Operators, fabricators and laborers"
77,"Own children 3-5, 6-13, and 14-17 years of age (none 0-2)","Foreign born, not a US citizen",Male,Married,4,Multiple races,5th-6th grade,Government - Federal,Unemployed FT,SC,20,"$12,500 - $14,999",Hospital,Protective service
32,Own children 0-2 and 14-17 years of age (none 3-13),"Native, born in US",Female,Not married,13,Black,Bachelor's degree,"Private, for profit",Not in labor force,AL,105,"$150,000+","Personal services, including private household",Office and admin
34,Own children 6-13 and 14-17 years of age (none 0-5),"Foreign born, naturalized US citizen",Female,Married,3,Black,Bachelor's degree,Government - Local,Not in labor force,OR,95,"$75,000 - $99,999",Wholesale trade,Agriculture
80,No own children under 18 years of age,"Foreign born, naturalized US citizen",Male,Not married,11,Asian,"HS graduate, GED",Government - Federal,"PT for non-economic reasons, usually FT",WA,169,"$50,000 - $74,999",Hospital,Managers and professionals
25,Own children 3-5 and 14-17 years of age (none 0-2 or 6-13),"Foreign born, naturalized US citizen",Female,Not married,10,White,9th grade,"Private, nonprofit","Not at work, usually part-time",MD,143,"Less than $5,000",Communications and utilities,"Precision production, craft and repair"
80,Own children 0-2 and 6-13 years of age (none 3-5 or 14-17),"Native, born abroad with American parent(s)",Female,Married,4,Hispanic,10th grade,"Self-employed, incorporated","FT hours, usually PT for non-economic",NM,198,"$12,500 - $14,999",Construction,Technicians
37,Own children 0-2 and 6-13 years of age (none 3-5 or 14-17),"Native, born in Puerto Rico or other US island areas",Female,Married,12,Native American,10th grade,"Private, nonprofit",Unemployed PT,IA,150,"$7,500 - $9,999","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Operators, fabricators and laborers"
16,"Own children 0-2, 6-13, and 14-17 years of age (none 3-5)","Native, born in Puerto Rico or other US island areas",Male,Married,2,Asian,Master's degree,"Private, nonprofit",Unemployed FT,NJ,28,"$150,000+",Construction,Personal care and personal services
77,"Own children 3-5, 6-13, and 14-17 years of age (none 0-2)","Foreign born, naturalized US citizen",Male,Not married,4,Native American,11th grade,"Private, for profit","Not at work, usually part-time",MN,53,"$40,000 - $49,999","Manufacturing, durable goods",Services
39,Own children 0-2 and 3-5 years of age (none 6-17),"Native, born in Puerto Rico or other US island areas",Male,Not married,11,Multiple races,9th grade,Government - Local,"FT hours (35+), usually FT",CT,142,"$35,000 - $39,999",Social Services,Sales
29,"Own children 0-2, 6-13, and 14-17 years of age (none 3-5)","Native, born in US",Female,Not married,2,White,Associate degree-occupational/vocational,"Private, for profit","Not at work, usually part-time",FL,171,"$35,000 - $39,999",Transportation,Personal care and personal services
38,All own children 3-5 years of age,"Native, born in Puerto Rico or other US island areas",Female,Married,4,White,Doctorate,"Self-employed, incorporated","PT for non-economic reasons, usually FT",OK,128,"$12,500 - $14,999","Manufacturing, durable goods",Sales
17,Own children 0-2 and 6-13 years of age (none 3-5 or 14-17),"Foreign born, not a US citizen",Male,Married,10,Multiple races,Some college but no degree,"Private, for profit","Not at work, usually FT",HI,72,"$150,000+","Medical, except hospital",Protective service
47,All own children 14-17 years of age,"Native, born abroad with American parent(s)",Female,Married,2,Hispanic,"HS graduate, GED",Government - State,"FT hours, usually PT for economic reasons",CO,161,"$100,000 - $149,999","Manufacturing, durable goods",Office and admin
48,All own children 3-5 years of age,"Native, born abroad with American parent(s)",Female,Not married,5,White,Some college but no degree,"Self-employed, incorporated","PT hrs, usually PT for economic reasons",ME,68,"$12,500 - $14,999","Manufacturing, durable goods",Office and admin
53,"Own children 0-2, 3-5, and 14-17 years of age (none 6-13)","Native, born in US",Male,Married,4,Asian,Associate degree-academic program,"Private, nonprofit",Unemployed PT,WV,27,"$10,000 - $12,499",Communications and utilities,Managers and professionals
58,All own children 3-5 years of age,"Native, born abroad with American parent(s)",Female,Not married,4,White,Associate degree-occupational/vocational,"Private, for profit","Not at work, usually part-time",ID,1,"$100,000 - $149,999",Communications and utilities,Protective service
67,All own children 6-13 years of age,"Native, born abroad with American parent(s)",Female,Not married,12,Native American,10th grade,Government - State,"Not at work, usually FT",AL,172,"$150,000+",Entertainment and recreation,Services
37,"Own children 3-5, 6-13, and 14-17 years of age (none 0-2)","Native, born in Puerto Rico or other US island areas",Male,Married,12,Multiple races,Doctorate,Government - Federal,"FT hours, usually PT for non-economic",KY,0,"$150,000+",Communications and utilities,Protective service
59,All own children 6-13 years of age,"Native, born in Puerto Rico or other US island areas",Male,Not married,0,Multiple races,Some college but no degree,"Private, nonprofit","Not at work, usually FT",TN,59,"$100,000 - $149,999","Agriculture, mining, forestry and fisheries","Operators, fabricators and laborers"
80,Own children 0-2 and 6-13 years of age (none 3-5 or 14-17),"Native, born abroad with American parent(s)",Female,Married,7,Hispanic,Master's degree,Without pay,Not in labor force,OR,81,"$20,000 - $24,999","Personal services, including private household",Technicians
32,All own children 3-5 years of age,"Native, born abroad with American parent(s)",Female,Not married,1,White,Bachelor's degree,"Self-employed, unincorporated","FT hours, usually PT for economic reasons",GA,181,"$15,000 - $19,999",Social Services,Services
22,Own children 0-2 and 3-5 years of age (none 6-17),"Native, born abroad with American parent(s)",Male,Married,12,Hispanic,9th grade,"Self-employed, incorporated",Not in labor force,SC,143,"$50,000 - $74,999","Medical, except hospital",Services
59,Own children 0-2 and 3-5 years of age (none 6-17),"Native, born abroad with American parent(s)",Female,Not married,10,Black,5th-6th grade,"Self-employed, incorporated","PT for non-economic reasons, usually FT",SD,83,"$40,000 - $49,999",Transportation,Protective service
